Date,AAPL,AMZN,GOOG,META,NFLX,NKE,TSLA,WMT
2013-05-13,14.119646072387695,13.225500106811523,21.856327056884766,26.81999969482422,32.76856994628906,28.961278915405273,5.853332996368408,63.155948638916016
2013-05-14,13.781818389892578,13.416500091552734,22.094684600830078,27.06999969482422,33.424285888671875,29.525718688964844,5.549333095550537,63.38120651245117
2013-05-15,13.315759658813477,13.32800006866455,22.81174659729004,26.600000381469727,34.771427154541016,29.489891052246094,5.656000137329102,64.25010681152344
2013-05-16,13.49367904663086,13.206000328063965,22.512367248535156,26.1299991607666,33.861427307128906,28.867210388183594,6.150000095367432,63.155948638916016
2013-05-17,13.452689170837402,13.494999885559082,22.644622802734375,26.25,34.14285659790039,29.261425018310547,6.099999904632568,62.64908218383789
2013-05-20,13.752941131591797,13.381500244140625,22.628433227539062,25.760000228881836,34.22142791748047,29.265901565551758,5.995999813079834,62.270931243896484
2013-05-21,13.651412963867188,13.442999839782715,22.58957862854004,25.65999984741211,33.869998931884766,29.22110366821289,5.8393330574035645,62.26288604736328
2013-05-22,13.703886032104492,13.14799976348877,22.152467727661133,25.15999984741211,32.65142822265625,28.871685028076172,5.815999984741211,61.97325134277344
2013-05-23,13.728413581848145,13.09000015258789,21.987335205078125,25.059999465942383,32.31142807006836,28.369958877563477,6.182000160217285,61.41007614135742
2013-05-24,13.821873664855957,13.086999893188477,21.7514705657959,24.309999465942383,32.67714309692383,28.128055572509766,6.4720001220703125,62.198551177978516
2013-05-28,13.706680297851562,13.364500045776367,21.949478149414062,24.100000381469727,30.59857177734375,28.347564697265625,7.355332851409912,62.20659637451172
2013-05-29,13.815665245056152,13.27649974822998,21.62668800354004,23.31999969482422,30.76285743713379,28.19076919555664,6.975333213806152,61.32963562011719
2013-05-30,14.021527290344238,13.341500282287598,21.68770980834961,24.549999237060547,31.808570861816406,28.05143928527832,6.99666690826416,60.84691619873047
2013-05-31,13.964083671569824,13.460000038146973,21.69916534423828,24.350000381469727,32.32143020629883,27.714330673217773,6.517333030700684,60.21135330200195
2013-06-03,13.994823455810547,13.343999862670898,21.609750747680664,23.850000381469727,31.709999084472656,28.330102920532227,6.172667026519775,60.89521026611328
2013-06-04,13.951043128967285,13.28499984741211,21.39729881286621,23.520000457763672,32.18714141845703,28.217737197875977,6.322667121887207,61.09632110595703
2013-06-05,13.820633888244629,13.358499526977539,21.412242889404297,22.899999618530273,31.9228572845459,27.754793167114258,6.357999801635742,60.54121398925781
2013-06-06,13.614150047302246,13.391500473022461,21.535280227661133,22.969999313354492,31.105714797973633,27.939069747924805,6.489999771118164,60.84691619873047
2013-06-07,13.718168258666992,13.843500137329102,21.911121368408203,23.290000915527344,31.459999084472656,28.204256057739258,6.802667140960693,61.41007614135742
2013-06-10,13.627501487731934,14.053500175476074,22.172391891479492,24.329999923706055,31.56142807006836,28.334604263305664,6.670000076293945,60.9434700012207
2013-06-11,13.587449073791504,13.73900032043457,21.913114547729492,24.030000686645508,30.637142181396484,27.934568405151367,6.297999858856201,60.54121398925781
2013-06-12,13.419466972351074,13.583499908447266,21.718095779418945,23.770000457763672,29.662857055664062,27.601966857910156,6.51533317565918,60.21135330200195
2013-06-13,13.53652572631836,13.78950023651123,21.84312629699707,23.729999542236328,30.770000457763672,27.759292602539062,6.545332908630371,60.34007263183594
2013-06-14,13.353021621704102,13.69950008392334,21.794309616088867,23.6299991607666,30.56999969482422,27.817705154418945,6.686666965484619,60.2354736328125
2013-06-17,13.413567543029785,13.902999877929688,22.07351303100586,24.020000457763672,32.74714279174805,27.840181350708008,6.813333034515381,60.29985427856445
2013-06-18,13.406426429748535,14.088000297546387,22.431421279907227,24.209999084472656,32.689998626708984,27.934568405151367,6.892666816711426,60.927391052246094
2013-06-19,13.13412094116211,13.907999992370605,22.43291664123535,24.309999465942383,33.18714141845703,27.754793167114258,6.97866678237915,59.90562438964844
2013-06-20,12.942851066589355,13.67199993133545,22.035903930664062,23.899999618530273,31.931428909301758,27.318798065185547,6.710000038146973,58.75514221191406
2013-06-21,12.839142799377441,13.668000221252441,21.941009521484375,24.530000686645508,30.985713958740234,27.224411010742188,6.636666774749756,59.14133071899414
2013-06-24,12.498836517333984,13.530500411987305,21.663549423217773,23.940000534057617,30.799999237060547,26.945741653442383,6.765999794006348,59.69643783569336
2013-06-25,12.501630783081055,13.604499816894531,21.574134826660156,24.25,30.41428565979004,27.143510818481445,6.826666831970215,59.83321762084961
2013-06-26,12.360044479370117,13.878499984741211,21.759689331054688,24.15999984741211,30.299999237060547,27.79973602294922,7.047999858856201,60.34812545776367
2013-06-27,12.226837158203125,13.8774995803833,21.84486961364746,24.65999984741211,30.709999084472656,28.0109806060791,7.283332824707031,60.54924011230469
2013-06-28,12.312230110168457,13.884499549865723,21.927061080932617,24.8799991607666,30.15571403503418,28.622264862060547,7.157332897186279,59.92975997924805
2013-07-01,12.706250190734863,14.104999542236328,22.114110946655273,24.809999465942383,32.040000915527344,28.015483856201172,7.811999797821045,60.010169982910156
2013-07-02,12.994084358215332,14.18649959564209,21.97538185119629,24.40999984741211,31.637142181396484,28.145828247070312,7.8546671867370605,60.10676574707031
2013-07-03,13.06580924987793,14.201499938964844,22.07799530029297,24.520000457763672,31.558570861816406,28.253704071044922,7.682666778564453,60.1469612121582
2013-07-05,12.960859298706055,14.293999671936035,22.25383758544922,24.3700008392334,32.157142639160156,28.604286193847656,8.005999565124512,60.5090217590332
2013-07-08,12.887271881103516,14.529500007629395,22.542753219604492,24.709999084472656,33.29999923706055,28.640243530273438,8.107333183288574,61.71581268310547
2013-07-09,13.113937377929688,14.576499938964844,22.546489715576172,25.479999542236328,35.34000015258789,28.734634399414062,8.229999542236328,61.97325134277344
2013-07-10,13.063633918762207,14.616499900817871,22.565170288085938,25.799999237060547,34.83142852783203,28.5863094329834,8.15133285522461,61.764095306396484
2013-07-11,13.267322540283203,14.982999801635742,22.920089721679688,25.809999465942383,34.88142776489258,28.640243530273438,8.37399959564209,62.455989837646484
