Date,Open,Low,High,Close,Volume,Ticker,trend_ema_fast,trend_sma_fast,momentum_rsi,volume_obv,volume_cmf
2013-05-13,13.138500213623047,13.100000381469727,13.293999671936035,13.225500106811523,42990000,AMZN,145.69626774846324,156.5704566637675,8.178076463776918,11676232700,0.13844472230309468
2013-05-13,21.890199661254883,21.752965927124023,21.979366302490234,21.856327056884766,58157173,GOOG,280.6837095726021,300.17219320933026,8.675931311310421,27991659827,0.04316129100553414
2013-05-13,26.600000381469727,26.530000686645508,27.329999923706055,26.81999969482422,29068800,META,93.54880520833743,99.05833435058594,13.939437356427604,22559580800,0.006695238109191254
2013-05-13,31.0242862701416,31.020000457763672,32.81285858154297,32.76856994628906,41357400,NFLX,200.3820379595099,217.20988082885742,10.477830962497663,27261552100,0.030685985625147773
2013-05-13,28.898570963299274,28.81345359747464,29.028477051868947,28.961278915405273,3780600,NKE,146.013152292103,152.55843782424927,11.942990476497073,45936471942,0.013504855482529712
2013-05-13,5.3993330001831055,5.27666711807251,5.866666793823242,5.853332996368408,336253500,TSLA,91.94345142244909,98.88236113389333,10.060461617037333,29736637442,0.4461267917083713
2013-05-13,63.39730374887808,62.68929829422064,63.50993038492372,63.155948638916016,7713900,WMT,115.86323813218561,120.59049447377522,10.99832101264829,46479989942,0.17721915955770598
2013-05-14,13.225000381469727,13.201499938964844,13.470000267028809,13.416500091552734,54000000,AMZN,125.3455342627847,144.04183212916055,8.281029055074882,11730232700,0.16196208552132896
2013-05-14,21.855579376220703,21.846614837646484,22.13428497314453,22.094684600830078,63408784,GOOG,240.90078265386794,275.2509174346924,8.7392440929153,28055068611,0.22897410698165038
2013-05-14,26.889999389648438,26.81999969482422,27.280000686645508,27.06999969482422,24930300,META,83.32129666779693,92.56583404541016,14.155720569036845,22584511100,-0.004829746271434247
2013-05-14,33.14142990112305,32.97142791748047,33.7985725402832,33.424285888671875,38535700,NFLX,174.69622994861172,202.54523849487305,10.74034785001848,27300087800,0.006979992622487353
2013-05-14,28.907526938253127,28.90752507084002,29.55708219561701,29.525718688964844,8277200,NKE,128.09200866085098,142.206414381663,12.227050042059417,45944749142,5.1307134034088226e-05
2013-05-14,6.281332969665527,5.409999847412109,6.474667072296143,5.549333095550537,557458500,TSLA,78.65204860292623,90.64063914616902,10.034273679524006,29179178942,-0.052376150601684476
2013-05-14,62.7375979064718,62.48816549215621,63.445574543436884,63.38120651245117,10013700,WMT,107.78907942145725,115.55226198832194,11.271141626199977,46490003642,0.2873446557749018
2013-05-15,13.353500366210938,13.227999687194824,13.452500343322754,13.32800006866455,54410000,AMZN,108.11206746368929,131.11833182970682,8.276398564267382,11675822700,0.12681586064956563
2013-05-15,22.30389976501465,22.267038345336914,22.823949813842773,22.81174659729004,160033605,GOOG,207.34862326054827,249.99772914250693,8.943760587383196,28215102216,0.5230644005145784
2013-05-15,26.920000076293945,26.399999618530273,26.989999771118164,26.600000381469727,30299800,META,74.59494339297736,85.63083410263062,14.084058663154167,22554211300,-0.014640929900122673
2013-05-15,34.209999084472656,33.97571563720703,35.06142807006836,34.771427154541016,36029700,NFLX,153.16933721106236,185.56285762786865,11.315728606581658,27336117500,0.040012313751940046
2013-05-15,29.46749116606043,29.319654430802434,29.56604137234063,29.489891052246094,5286200,NKE,112.92245210568099,131.31473843256632,12.224354434560667,45939462942,-0.012387450711945771
2013-05-15,5.453332901000977,5.207333087921143,5.791999816894531,5.656000137329102,253180500,TSLA,67.42188730052668,82.08113892873128,10.122678307722168,29432359442,0.0307384758805967
2013-05-15,63.39727987152825,63.27662860249316,64.33055901029837,64.25010681152344,8001100,WMT,101.0907759430059,110.43143781026204,12.386779568449995,46498004742,0.32170690201083635
2013-05-16,13.29800033569336,13.192500114440918,13.421500205993652,13.206000328063965,32870000,AMZN,93.51113405820846,118.07883246739705,8.269533826472752,11642952700,0.10579664046356681
2013-05-16,22.889205932617188,22.466041564941406,22.91361427307129,22.512367248535156,128865215,GOOG,178.912276181777,224.37959369023642,8.934757802365084,28086237001,0.21184668195341874
2013-05-16,26.479999542236328,25.899999618530273,26.549999237060547,26.1299991607666,35499100,META,67.1387981264834,79.02083428700765,14.007691022660808,22518712200,-0.00987700275106865
2013-05-16,35.27857208251953,33.599998474121094,35.54999923706055,33.861427307128906,28053200,NFLX,134.81427414891874,168.35797595977783,11.262912822849557,27308064300,0.007141589908118842
2013-05-16,29.45852527299797,28.7417830354029,29.59740473798068,28.867210388183594,7688600,NKE,99.99087645683522,120.02783950169881,12.174119662761584,45931774342,0.013655418345406255
2013-05-16,6.313333034515381,5.9106669425964355,6.3333330154418945,6.150000095367432,324210000,TSLA,57.99544311511756,73.57530550161998,10.561013284419587,29756569442,0.055235919161248224
2013-05-16,62.83412606974917,62.222667023011596,63.44556617712273,63.155948638916016,12128600,WMT,95.2546486654536,105.13443342844646,12.179111918217089,46485876142,0.3547751125483984
2013-05-17,13.291500091552734,13.25,13.49899959564209,13.494999885559082,50546000,AMZN,81.20095957010855,105.07091609636943,8.463221122658751,11693498700,0.1238823073145694
2013-05-17,22.665544509887695,22.428930282592773,22.751970291137695,22.644622802734375,112098604,GOOG,154.87109873884737,199.25664599736533,8.978346931931839,28198335605,0.22591138162424132
2013-05-17,26.399999618530273,26.200000762939453,26.600000381469727,26.25,29462700,META,60.8482137993321,72.70416736602783,14.135706985327431,22548174900,-0.05325887842923017
2013-05-17,34.075714111328125,33.71428680419922,34.67856979370117,34.14285659790039,20141100,NFLX,119.32636375645438,150.93821461995444,11.400641521226348,27328205400,-0.004040518817781402
2013-05-17,28.880647114668257,28.849293089906553,29.315178872470185,29.261425018310547,6219200,NKE,89.10942238936988,108.9804581006368,12.419498987452215,45937993542,0.01667533915083437
2013-05-17,6.1666669845581055,5.8333330154418945,6.296000003814697,6.099999904632568,285033000,TSLA,50.01152877504295,65.10780556996663,10.555402026703433,29471536442,0.06655467830616313
2013-05-17,62.99500145931596,62.270938741736245,63.228322418813846,62.64908218383789,10669300,WMT,90.23840766828197,99.6951904296875,12.078092026417679,46475206842,0.30361364301631927
